name_nm,status_ky,last_upd_src_sys_ky,error_flag_in,participant_no,change_ind,date_of_birth,date_of_death,channelset_ky,talent_type_ky,preferred_flag,isni,language_ky
Salaam Remi,R,1,,105260,1.0,,,,1.0,N,,21.0
Johnny Andrews,R,1,,356753,1.0,,,,1.0,N,,21.0
Rich Harrison,R,1,,330892,1.0,,,,1.0,N,,21.0
Olga Peretyatko,R,1,,1127868,1.0,,,,1.0,Y,,21.0
Cory Williams,R,1,,294321,1.0,,,,1.0,N,,21.0
Hyomin Kang,R,1,,1040446,1.0,,,,1.0,N,,21.0
Dave Matthews Band,R,1,,69124,1.0,,,,15.0,Y,,21.0
David Hefti,R,1,,1046338,1.0,,,,1.0,N,,21.0
Flip Osman,R,1,,211398,1.0,,,,1.0,N,,21.0
Brian Gardner,R,1,,252958,1.0,,,,1.0,N,,21.0
Lisa Johnston,R,1,,789095,1.0,,,,1.0,N,,21.0
Daniel Pinango,R,1,,1939986,1.0,,,,1.0,N,,21.0
Humberto Gessinger,R,1,,95641,1.0,,,,1.0,N,,21.0
Mason Musso,R,1,,968997,1.0,,,,1.0,N,,21.0
Manuel Lara,R,1,,1760102,1.0,,,,1.0,N,,21.0
Chris Buseck,R,1,,256940,1.0,,,,1.0,N,,21.0
John Frye,R,1,,124648,1.0,,,,1.0,N,,21.0
Andy Bauza,R,1,,1756335,1.0,,,,1.0,N,,21.0
Odair Assad,R,1,,437590,1.0,,,,1.0,N,,21.0
Bruno Cardoso,R,1,,339651,1.0,,,,1.0,N,,21.0
Samuele Bersani,R,1,,53910,1.0,,,,1.0,N,,21.0
John Denver,R,1,,2476,1.0,1943-12-31 00:00:00,1997-10-12 00:00:00,,1.0,N,,21.0
"Kevin ""She'kspere"" Briggs",R,1,,417149,1.0,,,,1.0,N,,21.0
Derek St. Holmes,R,1,,317471,1.0,,,,1.0,N,,21.0
Rodrigo Oliveira,R,1,,1195119,1.0,,,,1.0,N,,21.0
Manelich Sotolongo,R,1,,449017,1.0,,,,1.0,N,,21.0
Jorge Andres Villa,R,1,,1835608,1.0,,,,1.0,N,,23.0
Robert Aaron,R,1,,297068,1.0,,,,1.0,N,,21.0
Pam Jarrett,R,1,,789103,1.0,,,,1.0,N,,21.0
Michelle Hill,R,1,,789080,1.0,,,,1.0,N,,21.0
James Bean,R,1,,689254,1.0,,,,1.0,N,,21.0
Kevin Persons,R,1,,789084,1.0,,,,1.0,N,,21.0
Cameron Carpenter,R,1,,1248589,1.0,,,,1.0,Y,,21.0
Antonio Olivart,R,1,,1097626,1.0,,,,1.0,N,,21.0
Sergey Parfenov,R,1,,1235876,1.0,,,,1.0,N,,21.0
Natalie MacMaster,R,1,,159201,1.0,,,,1.0,N,,21.0
Ignacio Morales Pamanes,R,1,,810161,1.0,,,,1.0,N,,21.0
Mary Brown,R,1,,147373,1.0,,,,1.0,N,,21.0
Fernando Eugenio,R,1,,1183681,1.0,,,,1.0,N,,21.0
Rahel Senn,R,1,,1631332,1.0,,,,1.0,N,,21.0
Alexia Valle,R,1,,1937746,1.0,,,,1.0,N,,21.0
Amy Foster-Gillies,R,1,,342428,1.0,,,,1.0,N,,21.0
Beast,R,1,,262175,1.0,,,,1.0,N,,21.0
Dalton Smith,R,1,,433991,1.0,,,,1.0,N,,21.0
D. Vincent Williams,R,1,,202209,1.0,,,,1.0,N,,21.0
TEDDY BEAR,R,1,,573562,1.0,,,,1.0,N,,21.0
Harald Kloser,R,1,,27508,1.0,,,,1.0,N,,21.0
Romero Lubambo,R,1,,152181,1.0,,,,1.0,N,,21.0
Duport,R,1,,404342,1.0,,,,1.0,N,,21.0
Andy Russ,R,1,,964019,1.0,,,,1.0,N,,21.0
LemonGrass,R,1,,1447373,1.0,,,,1.0,N,,21.0
718 Crew,R,1,,464427,1.0,,,,1.0,N,,21.0
"Missy ""Misdemeanor"" Elliott",R,1,,89585,1.0,,,,1.0,N,,21.0
Yoko Ono,R,1,,32306,1.0,,,,1.0,N,,21.0
Cameron Carpenter & Rahel Senn & NDR Radiophilharmonie,R,1,,1801417,1.0,,,,16.0,N,,21.0
Peter Domsch,R,1,,1070128,1.0,,,,1.0,N,,21.0
Tierry,R,1,,1367120,1.0,,,,1.0,N,,21.0
Jan Hallvard Larsen,R,1,,1000164,1.0,,,,1.0,N,,21.0
S*A*M,R,1,,799179,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Beast & 718 -Crew,R,1,,886618,1.0,,,,16.0,N,,21.0
"Destiny's Child feat. Missy ""Misdemeanor"" Elliott",R,1,,885155,1.0,,,,16.0,N,,21.0
PJ,R,1,,442976,1.0,,,,1.0,N,,21.0
John Rich,R,1,,99366,1.0,,,,1.0,N,,21.0
Da Kyoung Lee,R,1,,1503532,1.0,,,,1.0,N,,21.0
Doug Boehm,R,1,,121346,1.0,,,,1.0,N,,21.0
Gavin Rossdale,R,1,,91171,1.0,,,,1.0,N,,21.0
Robert Hazard,R,1,,4276,1.0,,,,1.0,N,,21.0
Billy Childs,R,1,,55910,1.0,,,,1.0,N,,21.0
Gregory Williams,R,1,,171464,1.0,,,,1.0,N,,21.0
Freddy Ricks,R,1,,801612,1.0,,,,1.0,N,,21.0
Norma Jean Wright,R,1,,41385,1.0,,,,1.0,N,,21.0
Joey McIntyre,R,1,,381239,1.0,,,,1.0,N,,21.0
B-Don,R,1,,473952,1.0,,,,1.0,N,,21.0
Ben Metzner,R,1,,1627861,1.0,,,,1.0,Y,,21.0
Mark Needham,R,1,,165781,1.0,,,,1.0,N,,21.0
Thiaguinho,R,1,,1093702,1.0,,,,1.0,N,,21.0
Aldair do Vale,R,1,,1935180,1.0,,,,1.0,N,,21.0
Tony Moran,R,1,,71814,1.0,,,,1.0,Y,,21.0
Giovane Mesquita,R,1,,1047705,1.0,,,,1.0,N,,21.0
Tai Anderson,R,1,,266154,1.0,,,,1.0,N,,21.0
Patrick Boivin,R,1,,1071162,1.0,,,,1.0,N,,21.0
Rockwilder,R,1,,159699,1.0,,,,1.0,N,,21.0
Joe Lawlor,R,1,,973829,1.0,,,,1.0,N,,21.0
Rodrigo Assad,R,1,,1024501,1.0,,,,1.0,N,,21.0
Janne Kask,R,1,,1146407,1.0,1972-01-15 00:00:00,,,1.0,N,,21.0
Justin Weaver,R,1,,1024716,1.0,,,,1.0,N,,21.0
Kyle Sanna,R,1,,1024469,1.0,,,,1.0,N,,21.0
Paulinho Fonseca,R,1,,315669,1.0,,,,1.0,N,,21.0
Karlito,R,1,,567418,1.0,,,,1.0,N,,22.0
David Donaldson,R,1,,553111,1.0,,,,1.0,N,,21.0
Andrew Long,R,1,,148430,1.0,,,,1.0,N,,21.0
Luke Nabeta,R,1,,1096073,1.0,,,,1.0,N,,21.0
Ramon Morales,R,1,,455534,1.0,,,,1.0,N,,21.0
Sheldon Bullock,R,1,,517120,1.0,,,,1.0,N,,21.0
Icon Music,R,1,,1672423,1.0,,,,1.0,N,,21.0
Femio Hernandez,R,1,,174352,1.0,,,,1.0,N,,21.0
Brandon Harding,R,1,,1363878,1.0,,,,1.0,N,,21.0
Golden Landis Von Jones,R,1,,1734156,1.0,2000-11-13 00:00:00,,,1.0,N,,21.0
Will Brierre,R,1,,716930,1.0,,,,1.0,N,,21.0
Destiny's Child,R,1,,164135,1.0,,,,15.0,Y,,21.0
Raphael Lucas,R,1,,1874634,1.0,,,,1.0,N,,18.0
Alison Krauss,R,1,,76494,1.0,,,,1.0,N,,21.0
Mark Lee,R,1,,113634,1.0,,,,1.0,N,,21.0
Michael Torres Monge,R,1,,1775506,1.0,,,,1.0,N,,21.0
Misha Rajaratnam,R,1,,352843,1.0,,,,1.0,N,,21.0
Correta Williams,R,1,,789099,1.0,,,,1.0,N,,21.0
David Lee Murphy,R,1,,66296,1.0,,,,1.0,N,,21.0
Jing-Yun Wei,R,1,,1049917,1.0,,,,1.0,N,,21.0
Pikes Peak Ringers,R,1,,1096051,1.0,,,,15.0,N,,21.0
Thiago Alexandre,R,1,,1476087,1.0,,,,1.0,N,,21.0
"Earth, Wind & Fire",R,1,,20822,1.0,,,,15.0,Y,,21.0
Arturo Malacara Rodríguez,R,1,,1309845,1.0,,,,1.0,N,,21.0
Jan Korbach,R,1,,1284937,1.0,,,,1.0,N,,21.0
Byron Rittenhouse,R,1,,787752,1.0,,,,1.0,N,,21.0
Benjamin Griffey,R,1,,1156128,1.0,,,,1.0,N,,21.0
Claudine Pontier,R,1,,157570,1.0,,,,1.0,N,,21.0
Trace Cyrus,R,1,,968996,1.0,,,,1.0,N,,21.0
Gabriel Barriga,R,1,,1195116,1.0,,,,1.0,N,,21.0
Z. Will,R,1,,1758963,1.0,,,,1.0,N,,21.0
Destiny's Child feat. Wyclef Jean,R,1,,885659,1.0,,,,16.0,N,,21.0
The Product G&B,R,1,,242824,1.0,,,,15.0,Y,,21.0
Wyclef Jean,R,1,,151761,1.0,,,,1.0,Y,,21.0
Tina Dawkins,R,1,,789081,1.0,,,,1.0,N,,21.0
TR Music Production,R,1,,1663175,1.0,,,,15.0,N,,21.0
"Wyclef Jean feat. Earth, Wind & Fire & The Product G&B",R,1,,885338,1.0,,,,16.0,N,,21.0
Charles McCrorey,R,1,,180178,1.0,,,,1.0,N,,21.0
D. Young,R,1,,189170,1.0,,,,1.0,N,,21.0
George Seaman,R,1,,448656,1.0,,,,1.0,N,,21.0
Dunaevskij,R,1,,1920210,1.0,,,,1.0,N,,107.0
Hope,R,1,,96687,1.0,,,,1.0,Y,,21.0
Lew Futterman,R,1,,413720,1.0,,,,1.0,N,,21.0
Danny Wood,R,1,,996032,1.0,,,,1.0,N,,21.0
Sky van Hoff,R,1,,1233304,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Hope,R,1,,885337,1.0,,,,16.0,N,,21.0
Vince de Georgio,R,1,,1042882,1.0,,,,1.0,N,,21.0
Amelia Zirin-Brown,R,1,,1024462,1.0,,,,1.0,N,,21.0
Michelle Eads,R,1,,1096059,1.0,,,,1.0,N,,21.0
Charles Alexander,R,1,,169413,1.0,,,,1.0,N,,21.0
Lindbergh Palace,R,1,,1018040,1.0,,,,1.0,N,,21.0
John Meredith,R,1,,198246,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Small World,R,1,,885332,1.0,,,,16.0,N,,21.0
Ricardo Quintero,R,1,,1161142,1.0,,,,1.0,N,,21.0
David Lee Brewer,R,1,,1009719,1.0,,,,1.0,N,,21.0
Jeffrey Peñalva,R,1,,1716284,1.0,,,,1.0,N,,21.0
Marcus Rojas,R,1,,175672,1.0,,,,1.0,N,,21.0
Isabel De Jesús,R,1,,1070214,1.0,,,,1.0,N,,21.0
Mei-Xian Zhang,R,1,,514410,1.0,,,,1.0,N,,21.0
Falco,R,1,,21946,1.0,,,,1.0,N,,21.0
Joel Iglesias,R,1,,1715958,1.0,,,,1.0,N,,21.0
Chad Elliot,R,1,,78110,1.0,,,,1.0,N,,21.0
Munir Trad,R,1,,1094845,1.0,,,,1.0,N,,21.0
Eldbjørg Hemsing,R,1,,1783338,1.0,,,,1.0,N,,21.0
Gianna Nannini,R,1,,31558,1.0,,,,1.0,N,,21.0
Susan Hedgpeth,R,1,,1096061,1.0,,,,1.0,N,,21.0
Kenny West,R,1,,645910,1.0,,,,1.0,N,,21.0
NDR Radiophilharmonie,R,1,,754806,1.0,,,,15.0,N,,21.0
Jason Van Poederooyen,R,1,,1074545,1.0,,,,1.0,N,,21.0
Martin Mullholland,R,1,,1496513,1.0,,,,1.0,N,,21.0
Niara Scarlett,R,1,,270912,1.0,,,,1.0,N,,21.0
Antero Manninen,R,1,,1122782,1.0,,,,1.0,N,,21.0
John Clayton,R,1,,18636,1.0,,,,1.0,N,,21.0
Falco feat. Gianna Nannini,R,1,,1659970,1.0,,,,16.0,N,,21.0
Olivier Lude,R,1,,787321,1.0,,,,1.0,N,,21.0
Will Howie,R,1,,1097625,1.0,,,,1.0,N,,21.0
Camilo Echeverry,R,1,,1625862,1.0,,,,1.0,N,,21.0
Vincent Herbet,R,1,,1277303,1.0,,,,1.0,N,,21.0
Alberto Meléndez,R,1,,1878494,1.0,,,,1.0,N,,23.0
Mike Gentile,R,1,,1040414,1.0,,,,1.0,N,,21.0
Martin Johnson,R,1,,331911,1.0,,,,1.0,N,,21.0
Eldbjørg Hemsing & NDR Radiophilharmonie & Michael England,R,1,,1801550,1.0,,,,16.0,N,,21.0
Balla Kouyate,R,1,,1024468,1.0,,,,1.0,N,,21.0
Daniel Gustavo,R,1,,1875548,1.0,,,,1.0,N,,18.0
Carl Björsell,R,1,,1293253,1.0,,,,1.0,N,,21.0
Daniel Rondón,R,1,,1746606,1.0,,,,1.0,N,,23.0
Steffen Brückner,R,1,,1232501,1.0,,,,1.0,N,,21.0
Mr. DJ,R,1,,128718,1.0,,,,1.0,N,,21.0
Morgan Dorr,R,1,,1230893,1.0,,,,1.0,N,,21.0
Supreme C,R,1,,177804,1.0,,,,1.0,N,,21.0
Killer Mike feat. Big Boi,R,1,,884888,1.0,,,,16.0,N,,21.0
Kevin McChesney,R,1,,1096050,1.0,,,,1.0,N,,21.0
John Keefe,R,1,,793939,1.0,,,,1.0,N,,21.0
Dilsinho,R,1,,1198387,1.0,,,,1.0,N,,21.0
Richard Strauss,R,1,,9826,1.0,,1949-01-01 00:00:00,,1.0,Y,,21.0
Boys Like Girls,R,1,,794629,1.0,,,,15.0,Y,,21.0
Antwan Patton,R,1,,120850,1.0,,,,1.0,N,,21.0
Thiago Soares,R,1,,1153648,1.0,,,,1.0,N,,21.0
Sorriso Maroto,R,1,,800098,1.0,,,,15.0,N,,18.0
Diogo Melim,R,1,,1675102,1.0,,,,1.0,N,,21.0
Christopher Ramos,R,1,,357312,1.0,,,,1.0,N,,21.0
"Sorriso Maroto, Dilsinho",R,1,,1936631,1.0,,,,16.0,N,,21.0
Rogério Flausino,R,1,,192310,1.0,,,,1.0,N,,21.0
Duncan Townsend,R,1,,1064536,1.0,,,,1.0,N,,21.0
Vincent Ségal,R,1,,969149,1.0,,,,1.0,N,,21.0
Farina,R,1,,1645011,1.0,,,,1.0,N,,23.0
Sofía Reyes,R,1,,1553314,1.0,,,,1.0,N,,21.0
Jesús Miranda,R,1,,1492641,1.0,,,,1.0,N,,21.0
Keegan Bach,R,1,,1764717,1.0,,,,1.0,N,,21.0
Carl Da Costa,R,1,,452201,1.0,,,,1.0,N,,22.0
"Thalia, Farina & Sofía Reyes",R,1,,1889491,1.0,,,,16.0,N,,21.0
Cory Rooney,R,1,,199247,1.0,,,,1.0,N,,21.0
Marcus Milius,R,1,,1024467,1.0,,,,1.0,N,,21.0
Jesper Borgen,R,1,,1242796,1.0,,,,1.0,N,,21.0
Christian Walz,R,1,,171955,1.0,,,,1.0,N,,21.0
Tove Styrke,R,1,,1095914,1.0,,,,1.0,Y,,21.0
Apocalyptica feat. Gavin Rossdale,R,1,,1111625,1.0,,,,16.0,N,,21.0
Nathaniel (Bo) Rinehart,R,1,,1125360,1.0,,,,1.0,N,,21.0
Kauan,R,1,,1185606,1.0,,,,1.0,N,,21.0
Todd Whitelock,R,1,,187889,1.0,,,,1.0,N,,21.0
Rob Schnapf,R,1,,147268,1.0,,,,1.0,Y,,21.0
Z.Y.Lee,R,1,,1944227,1.0,,,,1.0,N,,21.0
Troy Gonzalez,R,1,,150638,1.0,,,,1.0,N,,21.0
Roberto Guarino,R,1,,164187,1.0,,,,1.0,N,,21.0
Robert Thurston,R,1,,1024707,1.0,,,,1.0,N,,21.0
SRF,R,1,,1734371,1.0,,,,15.0,N,,21.0
Laurie Cox,R,1,,1096054,1.0,,,,1.0,N,,21.0
Édgar Barrera,R,1,,1171678,1.0,,,,1.0,N,,21.0
Viviana Baptista,R,1,,1897150,1.0,,,,1.0,N,,23.0
Jacques Revaux,R,1,,217118,1.0,,,,1.0,N,,21.0
Donnie Lyle,R,1,,187388,1.0,,,,1.0,N,,21.0
Not Documented,R,1,,402628,1.0,,,,1.0,N,,21.0
Johann Sebastian Bach,R,1,,574,1.0,,,,1.0,N,,21.0
Renato Russo,R,1,,171636,1.0,,,,1.0,N,,21.0
David Foster,R,1,,22514,1.0,,,,1.0,N,,21.0
Rodney Jerkins,R,1,,146640,1.0,,,,1.0,N,,21.0
Fred Jerkins III,R,1,,182289,1.0,,,,1.0,N,,21.0
Sean Garrett,R,1,,341970,1.0,,,,1.0,Y,,21.0
Various,R,1,,99999,1.0,,,,1.0,,,21.0
Desmond Child,R,1,,18381,1.0,1953-10-28 00:00:00,,,1.0,N,,21.0
Ralph Johnson,R,1,,354359,1.0,,,,1.0,Y,,21.0
Albert McKay,R,1,,136022,1.0,,,,1.0,Y,,21.0
Jessica Cleaves,R,1,,414984,1.0,,,,1.0,N,,21.0
Ronald Laws,R,1,,339584,1.0,,,,1.0,N,,21.0
Philip Bailey,R,1,,63366,1.0,,,,1.0,N,,21.0
Johnny Graham,R,1,,401831,1.0,,,,1.0,Y,,21.0
Andrew Woolfolk,R,1,,401832,1.0,,,,1.0,N,,21.0
Larry Dunn,R,1,,77503,1.0,,,,1.0,Y,,21.0
Verdine White,R,1,,68033,1.0,,,,1.0,Y,,21.0
Fred White,R,1,,56528,1.0,,,,1.0,Y,,21.0
