OBJECT_TYPE_ID,SOURCE_SYS_KY,KEY_VALUE_TX,OBJECT_KY,STATUS_KY,SOURCE_DT
1,1,29804,1700729469,R,2023-03-03 14:05:03
1,1,56411,1700729679,R,2023-03-03 14:05:07
1,1,153638,1700729813,R,2023-03-03 14:05:12
1,1,20282,1700730262,R,2023-03-03 14:05:25
1,1,27133,1700730281,R,2023-03-03 14:05:28
1,1,54600,1700730446,R,2023-03-03 14:05:32
1,1,14829,1700730700,R,2023-03-03 14:05:40
1,1,155870,1700730745,R,2023-03-03 14:05:44
1,1,70402,1700730853,R,2023-03-03 14:05:47
1,1,46077,1700731055,R,2023-03-03 14:05:51
1,1,149385,1700731677,R,2023-03-03 14:05:59
1,1,156180,1700732090,R,2023-03-03 14:06:03
1,1,55826,1700732530,R,2023-03-03 14:06:08
1,1,50671,1700732679,R,2023-03-03 14:06:12
1,1,27261,1700733182,R,2023-03-03 14:06:16
1,1,151114,1700733996,R,2023-03-03 14:06:20
1,1,82258,1700734352,R,2023-03-03 14:06:29
1,1,156009,1700734483,R,2023-03-03 14:06:36
1,1,153836,1700734976,R,2023-03-03 14:06:40
1,1,21545,1700735410,R,2023-03-03 14:06:48
1,1,37992,1700735508,R,2023-03-03 14:06:53
1,1,133502,1700735678,R,2023-03-03 14:06:57
1,1,171376,1700737371,R,2023-03-03 14:07:37
1,1,156246,1700737600,R,2023-03-03 14:07:40
1,1,156244,1700737739,R,2023-03-03 14:07:44
1,1,171381,1700738249,R,2023-03-03 14:07:49
1,1,171389,1700738272,R,2023-03-03 14:07:52
1,1,165887,1700738509,R,2023-03-03 14:07:56
1,1,171395,1700738827,R,2023-03-03 14:08:00
12,1,H0512372320050628~  ,1700174794,D,2023-03-03 10:45:32
12,1,H0839291120051017~  ,1700174795,D,2023-03-03 10:45:32
12,1,H1419446920050327~  ,1700174796,D,2023-03-03 10:45:32
12,1,I1004280720040928~  ,1700174797,R,2023-03-03 10:45:32
12,1,I1419513120050327~  ,1700174798,R,2023-03-03 10:45:32
12,1,J0512378820050628~  ,1700174799,D,2023-03-03 10:45:32
12,1,J1419472920050327~  ,1700174800,R,2023-03-03 10:45:32
12,1,J1419587020050327~  ,1700174801,D,2023-03-03 10:45:32
12,1,K0833098020050628~  ,1700174802,D,2023-03-03 10:45:32
12,1,L0512377220050628~  ,1700174803,D,2023-03-03 10:45:32
12,1,L1419535520050327~  ,1700174804,D,2023-03-03 10:45:32
12,1,M1354242520050327~  ,1700174805,D,2023-03-03 10:45:32
12,1,O1419572020050327~  ,1700174806,R,2023-03-03 10:45:32
12,1,P1419422620050327~  ,1700174809,D,2023-03-03 10:45:32
12,1,Q1059221220050628~  ,1700174810,D,2023-03-03 10:45:32
12,1,Q1419388920050327~  ,1700174811,R,2023-03-03 10:45:32
12,1,R0512387020050628~  ,1700174812,D,2023-03-03 10:45:32
12,1,T1419431420050327~  ,1700174814,R,2023-03-03 10:45:32
12,1,T1419467220050327~  ,1700174815,D,2023-03-03 10:45:32
12,1,V1051284120050628~  ,1700174816,D,2023-03-03 10:45:32
12,1,W1419495220050327~  ,1700174817,R,2023-03-03 10:45:32
12,1,W1419559020050327~  ,1700174818,D,2023-03-03 10:45:32
12,1,Y1009261520050628~  ,1700174819,D,2023-03-03 10:45:32
12,1,Y2055519820050509~  ,1700174821,D,2023-03-03 10:45:32
12,1,Z1051292920050628~  ,1700174822,D,2023-03-03 10:45:32
12,1,Z1419502920050327~  ,1700174824,D,2023-03-03 10:45:32
12,1,A1614328320050722~  ,1700178149,D,2023-03-03 10:45:47
12,1,D1614368420050722~  ,1700178150,D,2023-03-03 10:45:47
12,1,D1614457420050722~  ,1700178151,D,2023-03-03 10:45:47
12,1,F1614402020050722~  ,1700178152,D,2023-03-03 10:45:47
12,1,G1614256320050722~  ,1700178153,D,2023-03-03 10:45:47
12,1,G1614344120050722~  ,1700178154,D,2023-03-03 10:45:47
12,1,G1614353020050722~  ,1700178155,D,2023-03-03 10:45:47
12,1,H1614308020050722~  ,1700178156,D,2023-03-03 10:45:47
12,1,H1614514320050722~  ,1700178157,D,2023-03-03 10:45:47
12,1,K1614279720050722~  ,1700178158,D,2023-03-03 10:45:47
12,1,M1614442920050722~  ,1700178159,D,2023-03-03 10:45:47
12,1,O1614183920050722~  ,1700178160,D,2023-03-03 10:45:47
12,1,Q1614467620050722~  ,1700178161,D,2023-03-03 10:45:47
12,1,R1614479220050722~  ,1700178162,D,2023-03-03 10:45:47
12,1,T1614428020050722~  ,1700178163,D,2023-03-03 10:45:47
12,1,U1614493020050722~  ,1700178164,D,2023-03-03 10:45:47
12,1,W1614505920050722~  ,1700178165,D,2023-03-03 10:45:47
12,1,X1614414220050722~  ,1700178166,D,2023-03-03 10:45:47
12,1,Z1614277020050722~  ,1700178167,D,2023-03-03 10:45:47
12,1,Z1614388020050722~  ,1700178168,D,2023-03-03 10:45:47
12,1,C0433447520050510~  ,1700188725,D,2023-03-03 10:46:43
12,1,D1430225920050327~  ,1700188727,D,2023-03-03 10:46:43
12,1,D1430235320050327~  ,1700188728,D,2023-03-03 10:46:43
12,1,E1430215720050327~  ,1700188729,D,2023-03-03 10:46:43
12,1,F1523049920210621~  ,1700188730,D,2023-03-03 10:46:43
12,1,G1809001520210616~  ,1700188731,D,2023-03-03 10:46:43
12,1,H1430218520050327~  ,1700188732,D,2023-03-03 10:46:43
12,1,H1430242320050327~  ,1700188733,D,2023-03-03 10:46:43
12,1,I1430212920050327~  ,1700188734,D,2023-03-03 10:46:43
12,1,I1430237520050327~  ,1700188735,D,2023-03-03 10:46:43
12,1,K1017204220050628~  ,1700188736,D,2023-03-03 10:46:43
12,1,O1430222320050327~  ,1700188737,D,2023-03-03 10:46:43
12,1,O1430233320050327~  ,1700188738,D,2023-03-03 10:46:43
12,1,P1430188020050327~  ,1700188739,D,2023-03-03 10:46:43
12,1,Q1411051120121109~  ,1700188740,D,2023-03-03 10:46:43
12,1,S0927275020050618~  ,1700188741,D,2023-03-03 10:46:43
12,1,T0927265920050618~  ,1700188742,D,2023-03-03 10:46:43
12,1,V1430175320050327~  ,1700188743,D,2023-03-03 10:46:43
12,1,W0927278020050618~  ,1700188744,D,2023-03-03 10:46:43
12,1,W1430208020050327~  ,1700188745,D,2023-03-03 10:46:43
12,1,Z1430239020050327~  ,1700188746,D,2023-03-03 10:46:43
12,1,A1040181020050914~  ,1700458720,R,2023-03-03 12:08:54
12,1,H1051562720050914~  ,1700458733,R,2023-03-03 12:08:54
12,1,O1055442220050914~  ,1700458745,R,2023-03-03 12:08:54
12,1,P1058265820050914~  ,1700458757,R,2023-03-03 12:08:54
12,1,21104218120050914~  ,1700458767,R,2023-03-03 12:08:54
12,1,R1107073120050914~  ,1700458778,R,2023-03-03 12:08:54
12,1,U1417041120050914~  ,1700458790,R,2023-03-03 12:08:54
12,1,S1407144020050914~  ,1700458808,R,2023-03-03 12:08:54
12,1,71307189420050914~  ,1700458826,R,2023-03-03 12:08:54
12,1,J1424170720050914~  ,1700458848,R,2023-03-03 12:08:54
12,1,41430234020050914~  ,1700458860,R,2023-03-03 12:08:54
12,1,X1440029320050914~  ,1700458875,R,2023-03-03 12:08:54
12,1,B1447226320050914~  ,1700458895,R,2023-03-03 12:08:54
12,1,V1455140620050914~  ,1700458912,R,2023-03-03 12:08:54
12,1,A0452537920050530~  ,1700171710,D,2023-03-03 10:45:24
12,1,B1037595620050812~  ,1700171713,D,2023-03-03 10:45:24
12,1,B1038058720050812~  ,1700171714,D,2023-03-03 10:45:24
12,1,B1038096920050812~  ,1700171715,D,2023-03-03 10:45:24
12,1,B1038101620050812~  ,1700171716,D,2023-03-03 10:45:24
12,1,D1037557520050812~  ,1700171717,D,2023-03-03 10:45:24
12,1,D1038107520050812~  ,1700171718,D,2023-03-03 10:45:24
12,1,F1037568220050812~  ,1700171719,D,2023-03-03 10:45:24
12,1,F1038143620050812~  ,1700171720,D,2023-03-03 10:45:24
12,1,H1038031120050812~  ,1700171721,D,2023-03-03 10:45:24
12,1,I1038003620050812~  ,1700171722,D,2023-03-03 10:45:24
12,1,I1038078320050812~  ,1700171723,D,2023-03-03 10:45:24
12,1,I1038093220050812~  ,1700171724,D,2023-03-03 10:45:24
12,1,K1037495620050812~  ,1700171725,D,2023-03-03 10:45:24
12,1,L1038113420050812~  ,1700171726,D,2023-03-03 10:45:24
1,1,171445,1700751800,R,2023-03-03 14:14:53
1,1,207406,1700752436,R,2023-03-03 14:15:24
1,1,207305,1700752703,R,2023-03-03 14:15:28
1,1,207696,1700752838,R,2023-03-03 14:15:32
1,1,488535,1700753100,R,2023-03-03 14:15:40
1,1,438092,1700753228,R,2023-03-03 14:15:44
1,1,207958,1700753382,R,2023-03-03 14:15:48
1,1,207403,1700753575,R,2023-03-03 14:15:55
1,1,428001,1700753928,R,2023-03-03 14:15:59
1,1,474333,1700754007,R,2023-03-03 14:16:04
1,1,410690,1700754289,R,2023-03-03 14:16:12
1,1,401074,1700754342,R,2023-03-03 14:16:16
1,1,400641,1700754890,R,2023-03-03 14:16:39
1,1,438080,1700755038,R,2023-03-03 14:16:43
1,1,401334,1700755094,R,2023-03-03 14:16:46
1,1,207842,1700755185,R,2023-03-03 14:16:57
1,1,207306,1700755441,R,2023-03-03 14:17:05
1,1,339612,1700755684,R,2023-03-03 14:17:12
1,1,401061,1700755786,R,2023-03-03 14:17:16
1,1,207319,1700755836,R,2023-03-03 14:17:19
1,1,207904,1700756025,R,2023-03-03 14:17:36
1,1,196793,1700756043,R,2023-03-03 14:17:40
1,1,469343,1700756293,R,2023-03-03 14:17:48
1,1,276402,1700756424,R,2023-03-03 14:17:51
1,1,271414,1700757147,R,2023-03-03 14:17:59
1,1,207284,1700757415,R,2023-03-03 14:18:03
1,1,352850,1700757804,R,2023-03-03 14:18:17
1,1,207875,1700757854,R,2023-03-03 14:18:21
1,1,410139,1700758005,R,2023-03-03 14:18:24
1,1,211702,1700758061,R,2023-03-03 14:18:28
1,1,428328,1700758169,R,2023-03-03 14:18:35
1,1,295572,1700758508,R,2023-03-03 14:18:43
1,1,207955,1700758701,R,2023-03-03 14:18:51
1,1,809519,1700759784,R,2023-03-03 14:19:30
1,1,976237,1700759812,R,2023-03-03 14:19:33
1,1,976235,1700759825,R,2023-03-03 14:19:37
1,1,976228,1700759848,R,2023-03-03 14:19:41
1,1,775876,1700759982,R,2023-03-03 14:19:45
1,1,976231,1700760265,R,2023-03-03 14:19:49
1,1,976224,1700760589,R,2023-03-03 14:19:53
1,1,976236,1700760945,R,2023-03-03 14:19:57
1,1,976229,1700761158,R,2023-03-03 14:20:01
1,1,809522,1700761685,R,2023-03-03 14:20:10
1,1,809517,1700762361,R,2023-03-03 14:20:14
1,1,1024793,1700763081,R,2023-03-03 14:20:18
1,1,809511,1700763734,R,2023-03-03 14:20:27
1,1,763050,1700764048,R,2023-03-03 14:20:31
1,1,659405,1700764159,R,2023-03-03 14:20:35
1,1,586323,1700764357,R,2023-03-03 14:20:43
1,1,809498,1700764387,R,2023-03-03 14:20:46
1,1,809515,1700764971,R,2023-03-03 14:20:58
1,1,790125,1700765092,R,2023-03-03 14:21:06
1,1,976230,1700765184,R,2023-03-03 14:21:14
1,1,976223,1700765369,R,2023-03-03 14:21:22
1,1,620927,1700765449,R,2023-03-03 14:21:26
1,1,601900,1700765506,R,2023-03-03 14:21:30
1,1,105228,1700372837,R,2023-03-03 11:38:26
1,1,833877,1700372839,R,2023-03-03 11:38:26
1,1,288859,1700372843,R,2023-03-03 11:38:26
1,1,262572,1700372845,R,2023-03-03 11:38:26
1,1,790919,1700372856,R,2023-03-03 11:38:26
4,1,G0100017373167,1700766172,R,2023-03-03 14:21:32
4,1,AIXX01447B00Z,1700234113,R,2023-03-03 10:58:58
4,1,G010001309547H,1700357820,R,2023-03-03 11:32:56
4,1,SICP06210B00Z,1700986962,R,2023-03-03 16:18:07
4,1,G010001315827N,1700322680,R,2023-03-03 11:22:19
4,1,AIXX01442B00Z,1700268780,R,2023-03-03 11:03:50
4,1,G010002882084A,1700183743,R,2023-03-03 10:46:27
4,1,SICP04993B00Z,1701004752,R,2023-03-03 16:29:57
4,1,SIXX05953B00Z,1700943154,R,2023-03-03 15:52:18
4,1,G010003144467Q,1700941481,R,2023-03-03 15:50:57
4,1,SIXX05916B00Z,1700961403,R,2023-03-03 16:01:36
4,1,G0100009370122,1700363067,R,2023-03-03 11:35:06
4,1,G0100005387530,1700458656,R,2023-03-03 12:08:54
4,1,G010000796268Y,1700177626,R,2023-03-03 10:45:42
4,1,G010004214996C,1700856749,R,2023-03-03 15:03:47
4,1,G010001915759G,1700548797,R,2023-03-03 12:41:54
12,1,201125/04~  ,1700766173,R,2023-03-03 14:21:32
12,1,B1648214620040106~  ,1700766203,R,2023-03-03 14:21:32
12,1,D1927150320050128~  ,1700766211,R,2023-03-03 14:21:32
12,1,12026046720060822~  ,1700766221,R,2023-03-03 14:21:32
12,1,74321235422/02~  ,1700766250,R,2023-03-03 14:21:32
12,1,74321235422/04~  ,1700766260,R,2023-03-03 14:21:32
12,1,B2316334220070802~  ,1700766271,R,2023-03-03 14:21:32
12,1,876932/07~  ,1700766514,R,2023-03-03 14:21:32
12,1,258552/09~  ,1700766528,R,2023-03-03 14:21:32
12,1,74321235422/15~  ,1700766567,R,2023-03-03 14:21:32
12,1,L2312067720070802~  ,1700766574,R,2023-03-03 14:21:32
12,1,41100077619981104~  ,1700766828,R,2023-03-03 14:21:32
12,1,258552/04~  ,1700767035,R,2023-03-03 14:21:32
12,1,205185/10~  ,1700767067,R,2023-03-03 14:21:32
12,1,82038134220060810~  ,1700767081,R,2023-03-03 14:21:32
12,1,74321235422/14~  ,1700767184,R,2023-03-03 14:21:32
12,1,91608575120051128~  ,1700767209,R,2023-03-03 14:21:32
12,1,258552/10~  ,1700767244,R,2023-03-03 14:21:32
12,1,21559004520081023~  ,1700767271,R,2023-03-03 14:21:32
12,1,A1629273820050327~  ,1700174786,R,2023-03-03 10:45:32
12,1,B1419464720050327~  ,1700174787,D,2023-03-03 10:45:32
12,1,C0417347020050428~  ,1700174788,D,2023-03-03 10:45:32
12,1,C0759327420050617~  ,1700174789,D,2023-03-03 10:45:32
12,1,C1419469820050327~  ,1700174790,D,2023-03-03 10:45:32
12,1,C2012058020050609~  ,1700174791,D,2023-03-03 10:45:32
12,1,F1648547720050327~  ,1700174792,D,2023-03-03 10:45:32
12,1,G1059227920050628~  ,1700174793,D,2023-03-03 10:45:32
17,1,G010003766014B~R0306538320170616~  ~1,1700845257,R,2023-03-03 14:57:23
17,1,G010003766014B~Q0306557020170616~  ~1,1700845264,R,2023-03-03 14:57:23
17,1,G010003766014B~N0306577020170616~  ~1,1700845309,R,2023-03-03 14:57:23
17,1,G010003766014B~S0306598020170616~  ~1,1700845314,R,2023-03-03 14:57:23
17,1,G010003766014B~W0307004720170616~  ~1,1700845325,R,2023-03-03 14:57:23
17,1,G010003766014B~W0307012020170616~  ~1,1700845353,R,2023-03-03 14:57:23
17,1,G010003766014B~K0307033620170616~  ~1,1700845359,R,2023-03-03 14:57:23
17,1,G010003766014B~B0307056920170616~  ~1,1700845366,R,2023-03-03 14:57:23
17,1,G010003766014B~E0307078020170616~  ~1,1700845372,R,2023-03-03 14:57:23
17,1,G010003766014B~L0307105320170616~  ~1,1700845382,R,2023-03-03 14:57:23
17,1,G010003766014B~T0307118320170616~  ~1,1700845391,R,2023-03-03 14:57:23
17,1,G010003766014B~B0307131820170616~  ~1,1700845401,R,2023-03-03 14:57:23
17,1,G010003571438V~E2241204120160623~  ~1,1700848710,R,2023-03-03 14:59:39
17,1,G010003535547D~C1641204720160426~  ~1,1700866283,R,2023-03-03 15:08:30
17,1,G010003535547D~Q1641204920160426~  ~1,1700866293,R,2023-03-03 15:08:30
17,1,G010003535547D~R1641205120160426~  ~1,1700866307,R,2023-03-03 15:08:30
17,1,G010003535547D~71641205320160426~  ~1,1700866318,R,2023-03-03 15:08:30
17,1,G010003535547D~61641205520160426~  ~1,1700866327,R,2023-03-03 15:08:30
17,1,G010003535547D~B1641206120160426~  ~1,1700866344,R,2023-03-03 15:08:30
17,1,G010003535547D~X1641206320160426~  ~1,1700866358,R,2023-03-03 15:08:30
17,1,G010003535547D~K1641206520160426~  ~1,1700866378,R,2023-03-03 15:08:30
17,1,G010003535547D~G1641206720160426~  ~1,1700866385,R,2023-03-03 15:08:30
17,1,G010003535547D~A1641206920160426~  ~1,1700866399,R,2023-03-03 15:08:30
17,1,G010003535547D~M1641207120160426~  ~1,1700866416,R,2023-03-03 15:08:30
17,1,G010003535547D~51641207320160426~  ~1,1700866424,R,2023-03-03 15:08:30
17,1,G010003535547D~31641207520160426~  ~1,1700866430,R,2023-03-03 15:08:30
17,1,G0100038108656~R1238291320170907~  ~1,1700884595,R,2023-03-03 15:18:59
17,1,G0100038108656~71238291120170907~  ~1,1700884608,R,2023-03-03 15:18:59
17,1,G0100038108656~81238291520170907~  ~1,1700884620,R,2023-03-03 15:18:59
17,1,G0100038108656~71238291720170907~  ~1,1700884632,R,2023-03-03 15:18:59
17,1,G0100038108656~O1238291920170907~  ~1,1700884647,R,2023-03-03 15:18:59
17,1,G0100038108656~P1600099720170907~  ~1,1700884660,R,2023-03-03 15:18:59
17,1,G0100038108656~J1600099920170907~  ~1,1700884669,R,2023-03-03 15:18:59
17,1,G0100038108656~H0957101620050428~  ~1,1700884678,R,2023-03-03 15:18:59
17,1,G0100038108656~81600100120170907~  ~1,1700884690,R,2023-03-03 15:18:59
17,1,G0100038108656~U1600100320170907~  ~1,1700884701,R,2023-03-03 15:18:59
17,1,G0100038108656~51600100520170907~  ~1,1700884724,R,2023-03-03 15:18:59
17,1,G0100038108656~O1600100720170907~  ~1,1700884744,R,2023-03-03 15:18:59
17,1,G0100038108656~Z1600100920170907~  ~1,1700884765,R,2023-03-03 15:18:59
17,1,G0100038108656~G1600101120170907~  ~1,1700884793,R,2023-03-03 15:18:59
17,1,G0100038108656~M1600101320170907~  ~1,1700884825,R,2023-03-03 15:18:59
17,1,G0100037409509~V1547047220170131~  ~1,1700886804,R,2023-03-03 15:20:32
17,1,G010003615940R~61856413020160914~  ~1,1700887781,R,2023-03-03 15:21:02
17,1,G010004384482J~11355326820200327~  ~1,1700892157,R,2023-03-03 15:23:47
17,1,G010004384482J~X1356116820200327~  ~1,1700892164,R,2023-03-03 15:23:47
17,1,G010004384482J~M1352533620200327~  ~1,1700892171,R,2023-03-03 15:23:47
17,1,G010004384482J~R1411485220200327~  ~1,1700892179,R,2023-03-03 15:23:47
17,1,G010004384482J~I1409164020200327~  ~1,1700892186,R,2023-03-03 15:23:47
17,1,G010004384482J~61353450420200327~  ~1,1700892193,R,2023-03-03 15:23:47
17,1,G010004384482J~51351419020200327~  ~1,1700892201,R,2023-03-03 15:23:47
17,1,G010004384482J~L1357195620200327~  ~1,1700892209,R,2023-03-03 15:23:47
17,1,G010004384482J~11401043220200327~  ~1,1700892216,R,2023-03-03 15:23:47
17,1,G010004384482J~91402254620200327~  ~1,1700892223,R,2023-03-03 15:23:47
17,1,G010004384482J~Z1407480820200327~  ~1,1700892230,R,2023-03-03 15:23:47
17,1,KSXX01733B00Z~J1355568020200327~  ~1,1700897554,R,2023-03-03 15:26:17
17,1,KSXX01733B00Z~U1348319820200327~  ~1,1700897565,R,2023-03-03 15:26:17
17,1,MHCL20102B00Z~C1027414320050328~  ~1,1700921534,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~R1027449820050328~  ~1,1700921555,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~B1027456720050328~  ~1,1700921579,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~Y1027462320050328~  ~1,1700921601,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~Y1027466520050328~  ~1,1700921625,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~O1027468720050328~  ~1,1700921647,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~I1027473020050328~  ~1,1700921671,R,2023-03-03 15:37:05
17,1,MHCL20102B00Z~T1027474920050328~  ~1,1700921701,R,2023-03-03 15:37:05
12,1,M1037536320050812~  ,1700171727,D,2023-03-03 10:45:24
12,1,M1037553620050812~  ,1700171728,D,2023-03-03 10:45:24
12,1,N1038089320050812~  ,1700171729,D,2023-03-03 10:45:24
12,1,O1037573320050812~  ,1700171730,D,2023-03-03 10:45:24
12,1,O1038042220050812~  ,1700171731,D,2023-03-03 10:45:24
12,1,O1038129920050812~  ,1700171732,D,2023-03-03 10:45:24
12,1,P1038062520050812~  ,1700171733,D,2023-03-03 10:45:24
12,1,Q1037516220050812~  ,1700171734,D,2023-03-03 10:45:24
12,1,Q1038054820050812~  ,1700171735,D,2023-03-03 10:45:24
12,1,R1038074320050812~  ,1700171736,D,2023-03-03 10:45:24
12,1,S1038123520050812~  ,1700171737,D,2023-03-03 10:45:24
12,1,T1037584720050812~  ,1700171738,D,2023-03-03 10:45:24
12,1,T1038103720050812~  ,1700171739,D,2023-03-03 10:45:24
12,1,W1038048520050812~  ,1700171740,D,2023-03-03 10:45:24
12,1,Y0234384220050510~  ,1700171741,D,2023-03-03 10:45:24
12,1,Z1038132420050812~  ,1700171742,D,2023-03-03 10:45:24
17,1,G010003224811Q~74321354422/03~  ~1,1700726415,R,2023-03-03 14:04:04
17,1,G010003224811Q~71359009820080505~  ~1,1700726512,R,2023-03-03 14:04:04
17,1,G010003224811Q~T0854281720000818~  ~1,1700726553,R,2023-03-03 14:04:04
17,1,G010003224811Q~W1251322519981005~  ~1,1700726621,R,2023-03-03 14:04:04
17,1,G010003224811Q~Q1512424119980708~  ~1,1700726643,R,2023-03-03 14:04:04
17,1,G010003224811Q~I1514526319980708~  ~1,1700726655,R,2023-03-03 14:04:04
17,1,G010003224811Q~74321354422/08~  ~1,1700726666,R,2023-03-03 14:04:04
